moisture_active1,moisture_active2,oxygen,lid,co2,time_stamp,device_id,temperature_curing1,temperature_curing2,moisture_curing1,moisture_curing2,automation_active,methane,temperature_active1,temperature_active2,temperature_active3,temperature_active4
16,16,13.69347,close,6442,29/06/2024 12:41,YJWCHg,0,0,39,22,FALSE,975,16,17,17,16
16,16,13.68795395,close,6368,29/06/2024 12:41,YJWCHg,0,0,133,24,FALSE,1035,16,17,17,16
20,16,13.68795395,close,6478,29/06/2024 12:41,YJWCHg,0,0,105,22,FALSE,1162,16,17,17,16
20,16,13.69425774,close,6405,29/06/2024 12:41,YJWCHg,0,0,54,22,FALSE,1083,16,17,17,16
16,16,13.67219353,close,6412,29/06/2024 12:41,YJWCHg,0,0,143,21,FALSE,1001,16,16,17,16
16,17,13.67179966,close,6463,29/06/2024 12:41,YJWCHg,0,0,49,23,FALSE,991,16,16,17,16
17,16,13.66195011,close,6434,29/06/2024 12:41,YJWCHg,0,0,54,22,FALSE,1072,16,16,17,16
16,15,13.66510201,close,6537,29/06/2024 12:41,YJWCHg,0,0,109,22,FALSE,1090,16,17,17,16
16,16,13.66510201,close,6449,29/06/2024 12:41,YJWCHg,0,0,33,23,FALSE,1075,16,17,17,16
19,18,13.67692184,close,6459,29/06/2024 12:41,YJWCHg,0,0,88,20,FALSE,1029,16,16,17,16
19,16,13.68637753,close,6371,29/06/2024 12:41,YJWCHg,0,0,124,23,FALSE,1000,16,17,17,16
17,14,13.68677235,close,6434,29/06/2024 12:41,YJWCHg,0,0,29,23,FALSE,1166,16,17,17,16
18,15,13.67731571,close,6483,29/06/2024 12:42,YJWCHg,0,0,54,23,FALSE,1135,16,17,17,16
19,14,13.67731571,close,6525,29/06/2024 12:42,YJWCHg,0,0,129,24,FALSE,989,16,17,17,16
18,15,13.69307613,close,6434,29/06/2024 12:42,YJWCHg,0,0,74,22,FALSE,996,16,17,17,16
18,15,13.69662189,close,6400,29/06/2024 12:42,YJWCHg,0,0,58,25,FALSE,1010,16,17,17,16
19,10,13.7064724,close,6415,29/06/2024 12:42,YJWCHg,0,0,147,23,FALSE,985,16,17,17,16
16,15,13.69386387,close,6053,29/06/2024 12:42,YJWCHg,0,0,94,23,FALSE,1076,16,17,17,16
19,17,13.68440819,close,6515,29/06/2024 12:42,YJWCHg,0,0,33,23,FALSE,997,16,17,17,16
17,14,13.68834782,close,6461,29/06/2024 12:42,YJWCHg,0,0,64,24,FALSE,1017,16,17,17,16
16,18,13.68283176,close,6488,29/06/2024 12:42,YJWCHg,0,0,147,25,FALSE,1096,16,17,17,16
16,20,13.68480206,close,6483,29/06/2024 12:42,YJWCHg,0,0,112,24,FALSE,1012,16,17,17,16
18,15,13.69268227,close,6420,29/06/2024 12:42,YJWCHg,0,0,55,24,FALSE,1048,16,16,17,16
19,13,13.68637753,close,6422,29/06/2024 12:42,YJWCHg,0,0,47,22,FALSE,1035,16,16,17,16
19,13,13.68637753,close,6454,29/06/2024 12:42,YJWCHg,0,0,111,22,FALSE,1048,16,17,17,16
18,16,13.68992424,close,6446,29/06/2024 12:42,YJWCHg,0,0,144,22,FALSE,1103,16,17,17,16
16,17,13.68677139,close,6449,29/06/2024 12:42,YJWCHg,0,0,115,24,FALSE,1036,16,17,17,16
18,14,13.69622803,close,6478,29/06/2024 12:43,YJWCHg,0,0,98,23,FALSE,1100,16,16,17,16
18,14,13.69622803,close,6512,29/06/2024 12:43,YJWCHg,0,0,51,24,FALSE,976,16,17,17,16
14,15,13.6836195,close,6407,29/06/2024 12:43,YJWCHg,0,0,31,23,FALSE,1047,16,17,17,16
19,15,13.67967987,close,6461,29/06/2024 12:43,YJWCHg,0,0,71,24,FALSE,997,16,16,17,16
19,17,13.67652798,close,6427,29/06/2024 12:43,YJWCHg,0,0,138,21,FALSE,1085,16,17,17,16
16,16,13.66549587,close,6434,29/06/2024 12:43,YJWCHg,0,0,67,25,FALSE,1019,16,17,17,16
18,15,13.65604019,close,6415,29/06/2024 12:43,YJWCHg,0,0,42,22,FALSE,1146,16,17,17,16
17,15,13.64776611,close,6429,29/06/2024 12:43,YJWCHg,0,0,126,24,FALSE,1057,16,17,17,16
18,17,13.63830948,close,6424,29/06/2024 12:43,YJWCHg,0,0,119,24,FALSE,1152,16,16,17,16
16,14,13.6288538,close,6402,29/06/2024 12:43,YJWCHg,0,0,76,22,FALSE,1139,16,16,17,16
17,15,13.63200569,close,6395,29/06/2024 12:43,YJWCHg,0,0,36,24,FALSE,1061,16,17,17,16
16,14,13.64382553,close,6488,29/06/2024 12:43,YJWCHg,0,0,68,23,FALSE,1058,16,17,17,16
23,16,13.6430378,close,6341,29/06/2024 12:43,YJWCHg,0,0,143,23,FALSE,1021,16,17,17,16
17,16,13.65643406,close,6446,29/06/2024 12:43,YJWCHg,0,0,91,23,FALSE,998,16,17,17,17
17,17,13.64697742,close,6371,29/06/2024 12:43,YJWCHg,0,0,28,23,FALSE,1087,16,17,17,16
16,14,13.65328217,close,6446,29/06/2024 12:43,YJWCHg,0,0,109,23,FALSE,969,16,16,17,16
19,16,13.66588974,close,6500,29/06/2024 12:44,YJWCHg,0,0,116,23,FALSE,1036,16,17,17,16
18,14,13.67731571,close,6512,29/06/2024 12:44,YJWCHg,0,0,60,24,FALSE,1032,16,17,17,16
17,15,13.68913555,close,6393,29/06/2024 12:44,YJWCHg,0,0,45,23,FALSE,938,16,17,17,16
18,19,13.69347,close,6434,29/06/2024 12:44,YJWCHg,0,0,44,23,FALSE,1051,16,17,17,16
15,17,13.69031811,close,6446,29/06/2024 12:44,YJWCHg,0,0,57,23,FALSE,1158,16,17,17,16
17,14,13.67849827,close,6395,29/06/2024 12:44,YJWCHg,0,0,100,23,FALSE,1034,16,17,17,16
16,16,13.66864777,close,6510,29/06/2024 12:44,YJWCHg,0,0,132,23,FALSE,1031,16,16,17,16
19,15,13.65919209,close,6463,29/06/2024 12:44,YJWCHg,0,0,118,24,FALSE,1114,16,17,17,16
17,15,13.66234398,close,6454,29/06/2024 12:44,YJWCHg,0,0,106,23,FALSE,1073,16,16,17,16
16,14,13.67574024,close,6407,29/06/2024 12:44,YJWCHg,0,0,53,23,FALSE,1267,16,16,17,16
17,15,13.67101192,close,6383,29/06/2024 12:44,YJWCHg,0,0,30,22,FALSE,1245,16,16,17,16
17,13,13.66155624,close,6490,29/06/2024 12:44,YJWCHg,0,0,53,22,FALSE,1142,16,17,17,16
19,15,13.65800953,close,6415,29/06/2024 12:44,YJWCHg,0,0,61,22,FALSE,1111,16,16,17,16
17,18,13.65367603,close,6385,29/06/2024 12:44,YJWCHg,0,0,150,34,FALSE,1008,16,16,17,16
20,14,13.64737129,close,6449,29/06/2024 12:44,YJWCHg,0,0,143,22,FALSE,1035,16,17,17,16
17,14,13.6694355,close,6327,29/06/2024 12:44,YJWCHg,0,0,114,23,FALSE,1086,16,16,17,16
16,13,13.68952942,close,6451,29/06/2024 12:45,YJWCHg,0,0,115,24,FALSE,1078,16,16,17,16
18,15,13.68637753,close,6422,29/06/2024 12:45,YJWCHg,0,0,96,23,FALSE,1102,16,17,17,16
17,15,13.68952942,close,6451,29/06/2024 12:45,YJWCHg,0,0,105,22,FALSE,1167,16,16,17,16
17,15,13.68992329,close,6395,29/06/2024 12:45,YJWCHg,0,0,92,23,FALSE,996,16,16,17,16
18,15,13.69149971,close,6444,29/06/2024 12:45,YJWCHg,0,0,100,24,FALSE,1081,16,17,17,16
16,16,13.68913555,close,6446,29/06/2024 12:45,YJWCHg,0,0,32,24,FALSE,1043,16,16,17,16
20,10,13.68086147,close,6512,29/06/2024 12:45,YJWCHg,0,0,36,23,FALSE,1073,16,17,17,16
18,15,13.68716526,close,6429,29/06/2024 12:45,YJWCHg,0,0,52,23,FALSE,1089,16,16,17,16
17,14,13.69110584,close,6476,29/06/2024 12:45,YJWCHg,0,0,51,24,FALSE,1075,16,16,17,16
17,15,13.66904163,close,6336,29/06/2024 12:45,YJWCHg,0,0,109,23,FALSE,1036,16,16,17,16
18,14,13.66273785,close,6437,29/06/2024 12:45,YJWCHg,0,0,126,22,FALSE,1126,16,17,17,16
23,13,13.67219353,close,6476,29/06/2024 12:45,YJWCHg,0,0,145,24,FALSE,1074,16,16,17,16
18,17,13.6824379,close,6478,29/06/2024 12:45,YJWCHg,0,0,127,23,FALSE,1263,16,17,17,16
15,15,13.67298222,close,6505,29/06/2024 12:45,YJWCHg,0,0,120,23,FALSE,1073,16,16,17,16
18,17,13.67298222,close,6446,29/06/2024 12:45,YJWCHg,0,0,122,23,FALSE,981,16,16,17,16
16,16,13.68874168,close,6420,29/06/2024 12:46,YJWCHg,0,0,107,23,FALSE,1050,16,16,17,16
16,15,13.68558979,close,6463,29/06/2024 12:46,YJWCHg,0,0,99,23,FALSE,1058,16,17,17,16
18,15,13.67613411,close,6092,29/06/2024 12:46,YJWCHg,0,0,65,22,FALSE,1059,16,17,17,16
17,17,13.67534637,close,6407,29/06/2024 12:46,YJWCHg,0,0,118,24,FALSE,1043,16,17,17,16
14,19,13.67534637,close,6463,29/06/2024 12:46,YJWCHg,0,0,124,24,FALSE,1095,16,16,17,16
18,19,13.67534637,close,6456,29/06/2024 12:46,YJWCHg,0,0,118,24,FALSE,1015,16,17,17,16
17,17,13.66904163,close,6446,29/06/2024 12:46,YJWCHg,0,0,101,21,FALSE,1123,16,17,17,16
18,15,13.65564537,close,6481,29/06/2024 12:46,YJWCHg,0,0,43,26,FALSE,1074,16,16,17,16
13,15,13.64855385,close,6473,29/06/2024 12:46,YJWCHg,0,0,97,22,FALSE,1043,16,16,17,16
16,16,13.64540195,close,6351,29/06/2024 12:46,YJWCHg,0,0,38,24,FALSE,1036,16,16,17,16
18,15,13.63634014,close,6481,29/06/2024 12:46,YJWCHg,0,0,31,23,FALSE,1211,16,17,17,16
16,15,13.64894772,close,6380,29/06/2024 12:46,YJWCHg,0,0,50,24,FALSE,1086,16,17,17,16
17,15,13.64894772,close,6473,29/06/2024 12:46,YJWCHg,0,0,58,22,FALSE,1035,16,17,17,16
17,15,13.64579582,close,6564,29/06/2024 12:46,YJWCHg,0,0,130,23,FALSE,997,16,16,17,16
18,15,13.64894772,close,6463,29/06/2024 12:46,YJWCHg,0,0,150,23,FALSE,1065,16,16,17,16
17,10,13.63870335,close,6420,29/06/2024 12:46,YJWCHg,0,0,105,35,FALSE,1080,16,17,17,16
17,17,13.64500809,close,6456,29/06/2024 12:47,YJWCHg,0,0,97,26,FALSE,910,16,16,17,16
16,14,13.64500809,close,6402,29/06/2024 12:47,YJWCHg,0,0,32,23,FALSE,1111,16,17,17,16
17,16,13.64461327,close,5868,29/06/2024 12:47,YJWCHg,0,0,48,24,FALSE,1031,16,17,17,17
18,17,13.64776611,close,6525,29/06/2024 12:47,YJWCHg,0,0,97,22,FALSE,925,16,17,17,16
17,13,13.64776611,close,6400,29/06/2024 12:47,YJWCHg,0,0,150,23,FALSE,1095,16,16,17,16
17,17,13.6410675,close,6532,29/06/2024 12:47,YJWCHg,0,0,101,20,FALSE,1013,16,17,17,16
17,15,13.64343166,close,6380,29/06/2024 12:47,YJWCHg,0,0,92,24,FALSE,1080,16,17,17,16
17,15,13.64658356,close,6468,29/06/2024 12:47,YJWCHg,0,0,50,23,FALSE,1058,16,17,17,16
17,14,13.64658356,close,6402,29/06/2024 12:47,YJWCHg,0,0,60,22,FALSE,1194,16,17,17,16
15,16,13.65367603,close,6424,29/06/2024 12:47,YJWCHg,0,0,121,24,FALSE,985,16,17,17,16
17,14,13.65012932,close,6217,29/06/2024 12:47,YJWCHg,0,0,148,24,FALSE,1146,16,17,17,16
17,23,13.65643406,close,6456,29/06/2024 12:47,YJWCHg,0,0,95,22,FALSE,987,16,17,17,17
16,14,13.66510201,close,6449,29/06/2024 12:47,YJWCHg,0,0,33,22,FALSE,901,16,17,17,16
12,15,13.66470814,close,6229,29/06/2024 12:47,YJWCHg,0,0,48,25,FALSE,1083,16,17,17,16
15,15,13.65919209,close,6373,29/06/2024 12:47,YJWCHg,0,0,61,23,FALSE,1155,16,17,17,16
17,20,13.66273785,close,6410,29/06/2024 12:48,YJWCHg,0,0,141,22,FALSE,996,16,17,17,16
17,16,13.66352558,close,6446,29/06/2024 12:48,YJWCHg,0,0,98,23,FALSE,1028,16,16,17,16
17,15,13.66982937,close,6586,29/06/2024 12:48,YJWCHg,0,0,41,23,FALSE,1089,16,16,17,16
18,16,13.66982937,close,6498,29/06/2024 12:48,YJWCHg,0,0,71,37,FALSE,1117,16,16,17,16
15,15,13.66982937,close,6383,29/06/2024 12:48,YJWCHg,0,0,107,24,FALSE,1053,16,17,17,16
17,14,13.66391945,close,6498,29/06/2024 12:48,YJWCHg,0,0,91,22,FALSE,1008,16,17,17,16
18,17,13.66628361,close,6517,29/06/2024 12:48,YJWCHg,0,0,38,22,FALSE,1031,16,16,17,16
19,18,13.65997982,close,6407,29/06/2024 12:48,YJWCHg,0,0,46,23,FALSE,1163,16,16,17,16
18,15,13.65722179,close,6434,29/06/2024 12:48,YJWCHg,0,0,66,22,FALSE,1035,16,16,17,16
16,15,13.66155624,close,6444,29/06/2024 12:48,YJWCHg,0,0,144,23,FALSE,1074,16,17,17,16
17,16,13.66470814,close,6493,29/06/2024 12:48,YJWCHg,0,0,114,23,FALSE,1081,16,17,17,16
16,15,13.67101192,close,6407,29/06/2024 12:48,YJWCHg,0,0,94,24,FALSE,1039,16,17,17,16
20,16,13.67495155,close,6439,29/06/2024 12:48,YJWCHg,0,0,34,24,FALSE,1105,16,17,17,16
17,17,13.68125629,close,6446,29/06/2024 12:48,YJWCHg,0,0,53,27,FALSE,1052,16,16,17,16
20,15,13.6946516,close,6481,29/06/2024 12:48,YJWCHg,0,0,64,23,FALSE,1026,16,17,17,16
20,15,13.69386387,close,6407,29/06/2024 12:48,YJWCHg,0,0,105,23,FALSE,1058,16,17,17,16
18,15,13.69701576,close,6432,29/06/2024 12:49,YJWCHg,0,0,147,22,FALSE,1057,16,17,17,16
13,17,13.6946516,close,6410,29/06/2024 12:49,YJWCHg,0,0,107,22,FALSE,1043,16,17,17,16
16,16,13.70095634,close,6380,29/06/2024 12:49,YJWCHg,0,0,103,24,FALSE,1087,16,17,17,16
18,16,13.6978035,close,6510,29/06/2024 12:49,YJWCHg,0,0,31,27,FALSE,1097,16,17,17,16
16,15,13.67849827,close,6434,29/06/2024 12:49,YJWCHg,0,0,62,27,FALSE,1102,16,17,17,16
13,17,13.66628361,close,6439,29/06/2024 12:49,YJWCHg,0,0,149,23,FALSE,1153,16,17,17,16
22,15,13.6497364,close,6400,29/06/2024 12:49,YJWCHg,0,0,107,22,FALSE,1037,16,17,17,16
16,17,13.62176228,close,6525,29/06/2024 12:49,YJWCHg,0,0,41,23,FALSE,1043,16,17,17,16
18,17,13.61703396,close,6422,29/06/2024 12:49,YJWCHg,0,0,51,23,FALSE,1061,16,17,17,16
17,14,13.62215614,close,6393,29/06/2024 12:49,YJWCHg,0,0,135,22,FALSE,1128,16,17,17,16
18,16,13.6103363,close,6446,29/06/2024 12:49,YJWCHg,0,0,76,23,FALSE,858,16,17,17,16
20,16,13.6288538,close,6336,29/06/2024 12:49,YJWCHg,0,0,56,24,FALSE,1213,16,17,17,16
18,16,13.61506367,close,6412,29/06/2024 12:49,YJWCHg,0,0,110,23,FALSE,1230,16,16,17,17
16,18,13.6134882,close,6446,29/06/2024 12:49,YJWCHg,0,0,103,24,FALSE,1184,16,17,17,16
16,16,13.63200569,close,6444,29/06/2024 12:49,YJWCHg,0,0,66,24,FALSE,1219,16,17,17,16
16,17,13.63791561,close,6512,29/06/2024 12:49,YJWCHg,0,0,53,23,FALSE,1180,16,17,17,16
18,15,13.64461422,close,6488,29/06/2024 12:50,YJWCHg,0,0,77,23,FALSE,1085,16,17,17,16
17,17,13.65564537,close,6471,29/06/2024 12:50,YJWCHg,0,0,120,18,FALSE,1085,16,16,17,16
18,17,13.64382553,close,6473,29/06/2024 12:50,YJWCHg,0,0,105,24,FALSE,1062,16,16,17,16
16,15,13.6300354,close,6461,29/06/2024 12:50,YJWCHg,0,0,34,24,FALSE,1190,16,17,17,16
17,16,13.64618969,close,6439,29/06/2024 12:50,YJWCHg,0,0,48,23,FALSE,1102,16,17,17,16
18,15,13.60797215,close,6439,29/06/2024 12:50,YJWCHg,0,0,114,24,FALSE,1124,16,17,17,16
19,18,13.62176132,close,6437,29/06/2024 12:50,YJWCHg,0,0,129,24,FALSE,1161,16,17,17,16
14,14,13.62333775,close,6244,29/06/2024 12:50,YJWCHg,0,0,100,23,FALSE,1169,16,17,17,16
16,14,13.62136745,close,6510,29/06/2024 12:50,YJWCHg,0,0,95,22,FALSE,1074,16,16,17,16
22,15,13.61191177,close,6527,29/06/2024 12:50,YJWCHg,0,0,33,24,FALSE,1211,16,17,17,16
16,15,13.60836601,close,6383,29/06/2024 12:50,YJWCHg,0,0,48,26,FALSE,1097,16,17,17,16
17,16,13.6190033,close,6603,29/06/2024 12:50,YJWCHg,0,0,131,23,FALSE,1087,16,17,17,16
17,15,13.61033535,close,6407,29/06/2024 12:50,YJWCHg,0,0,128,24,FALSE,1134,16,17,17,16
13,15,13.62924767,close,6644,29/06/2024 12:50,YJWCHg,0,0,93,23,FALSE,1056,16,17,17,16
18,14,13.61309338,close,6442,29/06/2024 12:50,YJWCHg,0,0,53,24,FALSE,1074,16,17,17,16
16,14,13.63279343,close,6417,29/06/2024 12:51,YJWCHg,0,0,37,18,FALSE,853,16,17,17,16
16,18,13.63358116,close,6454,29/06/2024 12:51,YJWCHg,0,0,51,21,FALSE,964,16,17,17,16
18,17,13.63042927,close,6407,29/06/2024 12:51,YJWCHg,0,0,116,24,FALSE,1090,16,16,17,16
17,16,13.61742783,close,6434,29/06/2024 12:51,YJWCHg,0,0,139,23,FALSE,1208,16,17,17,16
16,14,13.62057972,close,6478,29/06/2024 12:51,YJWCHg,0,0,111,24,FALSE,1075,16,17,17,16
17,15,13.62097359,close,6422,29/06/2024 12:51,YJWCHg,0,0,99,23,FALSE,1095,16,16,17,16
15,16,13.62727737,close,6449,29/06/2024 12:51,YJWCHg,0,0,41,24,FALSE,1098,16,16,17,16
17,15,13.64855385,close,6405,29/06/2024 12:51,YJWCHg,0,0,40,22,FALSE,1095,16,17,17,16
17,15,13.64855385,close,6402,29/06/2024 12:51,YJWCHg,0,0,59,22,FALSE,1101,16,17,17,16
17,14,13.65643406,close,6363,29/06/2024 12:51,YJWCHg,0,0,37,22,FALSE,1125,16,16,17,16
18,15,13.64934158,close,6483,29/06/2024 12:51,YJWCHg,0,0,49,22,FALSE,1046,16,16,17,16
17,16,13.64225006,close,6266,29/06/2024 12:51,YJWCHg,0,0,71,24,FALSE,1052,16,17,17,16
18,15,13.65170574,close,6424,29/06/2024 12:51,YJWCHg,0,0,146,23,FALSE,1046,16,16,17,16
19,16,13.66510201,close,6424,29/06/2024 12:51,YJWCHg,0,0,112,22,FALSE,836,16,16,17,16
15,15,13.6682539,close,6407,29/06/2024 12:51,YJWCHg,0,0,139,23,FALSE,1172,16,17,17,16
19,10,13.66076756,close,6503,29/06/2024 12:51,YJWCHg,0,0,136,22,FALSE,1096,16,16,17,16
29,16,13.65446377,close,6273,29/06/2024 12:52,YJWCHg,0,0,102,24,FALSE,1078,16,17,17,16
17,14,13.65131187,close,6517,29/06/2024 12:52,YJWCHg,0,0,68,27,FALSE,1057,16,17,17,16
16,18,13.64500809,close,6434,29/06/2024 12:52,YJWCHg,0,0,40,24,FALSE,1117,16,17,17,16
17,15,13.64343166,close,6402,29/06/2024 12:52,YJWCHg,0,0,38,24,FALSE,1151,16,17,17,16
19,17,13.6442194,close,6488,29/06/2024 12:52,YJWCHg,0,0,51,23,FALSE,1080,16,17,17,17
17,14,13.65249348,close,6473,29/06/2024 12:52,YJWCHg,0,0,72,24,FALSE,1074,16,16,17,16
14,14,13.64618969,close,6390,29/06/2024 12:52,YJWCHg,0,0,131,21,FALSE,1131,16,16,17,16
12,17,13.63909721,close,6485,29/06/2024 12:52,YJWCHg,0,0,110,23,FALSE,1179,16,17,17,16
15,17,13.63082409,close,6432,29/06/2024 12:52,YJWCHg,0,0,101,24,FALSE,1036,16,17,17,16
19,15,13.64815998,close,6393,29/06/2024 12:52,YJWCHg,0,0,42,24,FALSE,1074,16,17,17,16
16,17,13.65446377,close,6547,29/06/2024 12:52,YJWCHg,0,0,35,24,FALSE,1191,16,17,17,16
19,16,13.6387043,close,6571,29/06/2024 12:52,YJWCHg,0,0,51,22,FALSE,1092,16,16,17,16
16,16,13.63397598,close,6373,29/06/2024 12:52,YJWCHg,0,0,76,22,FALSE,1040,16,16,17,16
16,16,13.63555145,close,6407,29/06/2024 12:52,YJWCHg,0,0,150,23,FALSE,1094,16,17,17,16
18,15,13.63555145,close,6471,29/06/2024 12:52,YJWCHg,0,0,132,24,FALSE,996,16,17,17,16
19,16,13.62097359,close,6420,29/06/2024 12:53,YJWCHg,0,0,106,24,FALSE,1074,16,17,17,16
16,14,13.62412548,close,6420,29/06/2024 12:53,YJWCHg,0,0,76,29,FALSE,1014,16,16,17,16
17,16,13.62412548,close,6429,29/06/2024 12:53,YJWCHg,0,0,39,22,FALSE,1041,16,17,17,16
17,15,13.6387043,close,6498,29/06/2024 12:53,YJWCHg,0,0,48,24,FALSE,1061,16,17,17,16
16,19,13.62845993,close,6405,29/06/2024 12:53,YJWCHg,0,0,70,24,FALSE,1068,16,17,17,16
18,14,13.63161182,close,6473,29/06/2024 12:53,YJWCHg,0,0,131,24,FALSE,1054,16,17,17,16
17,13,13.64737225,close,6241,29/06/2024 12:53,YJWCHg,0,0,107,23,FALSE,979,16,16,17,16
16,6,13.64264393,close,6483,29/06/2024 12:53,YJWCHg,0,0,108,24,FALSE,1111,16,17,17,16
18,16,13.62845993,close,6493,29/06/2024 12:53,YJWCHg,0,0,82,23,FALSE,1068,16,17,17,16
17,17,13.63121796,close,6405,29/06/2024 12:53,YJWCHg,0,0,48,22,FALSE,1035,16,17,17,16
16,17,13.65013027,close,6429,29/06/2024 12:53,YJWCHg,0,0,50,24,FALSE,1039,16,17,17,16
18,17,13.65643406,close,6490,29/06/2024 12:53,YJWCHg,0,0,56,25,FALSE,1037,16,17,17,16
18,15,13.66431427,close,6410,29/06/2024 12:53,YJWCHg,0,0,109,23,FALSE,1048,16,16,17,16
12,16,13.67140579,close,6483,29/06/2024 12:53,YJWCHg,0,0,101,23,FALSE,1057,16,17,17,16
16,14,13.67495155,close,6412,29/06/2024 12:53,YJWCHg,0,0,38,22,FALSE,1062,16,16,17,16
18,15,13.66864777,close,6383,29/06/2024 12:53,YJWCHg,0,0,38,23,FALSE,960,16,17,17,16
18,16,13.67179966,close,6393,29/06/2024 12:54,YJWCHg,0,0,63,25,FALSE,1094,16,17,17,16
17,14,13.68125629,close,6402,29/06/2024 12:54,YJWCHg,0,0,61,23,FALSE,1026,16,17,17,16
17,17,13.70095634,close,6446,29/06/2024 12:54,YJWCHg,0,0,131,24,FALSE,1019,16,17,17,16
20,14,13.69780445,close,6280,29/06/2024 12:54,YJWCHg,0,0,143,25,FALSE,1021,16,16,17,16
15,12,13.68834782,close,6551,29/06/2024 12:54,YJWCHg,0,0,101,24,FALSE,1092,16,17,17,16
17,15,13.67889214,close,6444,29/06/2024 12:54,YJWCHg,0,0,49,23,FALSE,1023,16,16,17,16
17,15,13.68046761,close,6466,29/06/2024 12:54,YJWCHg,0,0,45,23,FALSE,1172,16,17,17,16
16,17,13.67652798,close,6488,29/06/2024 12:54,YJWCHg,0,0,65,25,FALSE,1061,16,16,17,16
18,15,13.67140579,close,6681,29/06/2024 12:54,YJWCHg,0,0,139,22,FALSE,1031,16,17,17,16
18,14,13.67455769,close,6407,29/06/2024 12:54,YJWCHg,0,0,122,24,FALSE,1087,16,17,17,16
18,15,13.67455769,close,6468,29/06/2024 12:54,YJWCHg,0,0,95,23,FALSE,1012,16,17,17,16
18,13,13.67455769,close,6493,29/06/2024 12:54,YJWCHg,0,0,78,23,FALSE,1213,16,16,17,16
16,16,13.67692184,close,6432,29/06/2024 12:54,YJWCHg,0,0,38,24,FALSE,1008,16,16,17,16
18,23,13.68677139,close,6446,29/06/2024 12:54,YJWCHg,0,0,46,26,FALSE,1025,16,16,17,16
17,13,13.67731571,close,6481,29/06/2024 12:54,YJWCHg,0,0,74,23,FALSE,1019,16,17,17,16
18,18,13.68992424,close,6456,29/06/2024 12:54,YJWCHg,0,0,117,22,FALSE,1140,16,16,17,-127
18,15,13.6836195,close,6400,29/06/2024 12:55,YJWCHg,0,0,109,22,FALSE,1017,16,17,17,16
19,14,13.68677139,close,6402,29/06/2024 12:55,YJWCHg,0,0,107,22,FALSE,1018,16,17,17,16
18,15,13.68598366,close,6503,29/06/2024 12:55,YJWCHg,0,0,60,24,FALSE,1170,16,17,17,16
16,15,13.68440819,close,6507,29/06/2024 12:55,YJWCHg,0,0,40,24,FALSE,956,16,17,17,16
16,15,13.68756008,close,6424,29/06/2024 12:55,YJWCHg,0,0,46,25,FALSE,1074,16,17,17,16
16,17,13.68283176,close,6481,29/06/2024 12:55,YJWCHg,0,0,57,23,FALSE,1017,16,16,17,16
17,17,13.66707134,close,6395,29/06/2024 12:55,YJWCHg,0,0,64,23,FALSE,1075,16,16,17,16
17,14,13.67061806,close,6368,29/06/2024 12:55,YJWCHg,0,0,117,27,FALSE,995,16,17,17,16
16,15,13.67692184,close,6376,29/06/2024 12:55,YJWCHg,0,0,139,22,FALSE,1061,16,16,17,16
16,16,13.67692184,close,6451,29/06/2024 12:55,YJWCHg,0,0,93,24,FALSE,1244,16,17,17,16
19,16,13.66746616,close,6446,29/06/2024 12:55,YJWCHg,0,0,134,22,FALSE,1042,16,17,17,16
18,16,13.66352558,close,6449,29/06/2024 12:55,YJWCHg,0,0,127,23,FALSE,998,16,16,17,16
16,16,13.66352558,close,6476,29/06/2024 12:55,YJWCHg,0,0,107,24,FALSE,1039,16,16,17,16
16,14,13.66195011,close,6383,29/06/2024 12:55,YJWCHg,0,0,114,24,FALSE,1150,16,16,17,16
17,17,13.65249348,close,6478,29/06/2024 12:55,YJWCHg,0,0,84,23,FALSE,1014,16,17,17,16
18,17,13.65958595,close,6473,29/06/2024 12:56,YJWCHg,0,0,44,22,FALSE,1010,16,17,17,16
11,14,13.65958595,close,6439,29/06/2024 12:56,YJWCHg,0,0,39,24,FALSE,1068,16,17,17,16
18,16,13.66549587,close,6498,29/06/2024 12:56,YJWCHg,0,0,32,24,FALSE,918,16,17,17,16
17,16,13.67495155,close,6525,29/06/2024 12:56,YJWCHg,0,0,38,23,FALSE,1091,16,17,17,16
16,17,13.67179966,close,6485,29/06/2024 12:56,YJWCHg,0,0,47,24,FALSE,1184,16,17,17,16
18,15,13.68125629,close,6341,29/06/2024 12:56,YJWCHg,0,0,51,23,FALSE,1329,16,16,17,16
18,16,13.69544029,close,6422,29/06/2024 12:56,YJWCHg,0,0,56,24,FALSE,995,16,17,17,16
17,16,13.6946516,close,6395,29/06/2024 12:56,YJWCHg,0,0,103,22,FALSE,1090,16,17,17,16
15,14,13.68834782,close,6410,29/06/2024 12:56,YJWCHg,0,0,114,22,FALSE,1029,16,17,17,16
17,16,13.6694355,close,6493,29/06/2024 12:56,YJWCHg,0,0,99,29,FALSE,1063,16,16,17,16
18,18,13.67337608,close,6507,29/06/2024 12:56,YJWCHg,0,0,62,24,FALSE,1054,16,17,17,16
16,14,13.67337608,close,6383,29/06/2024 12:56,YJWCHg,0,0,32,20,FALSE,1054,16,17,17,16
15,15,13.6670723,close,6451,29/06/2024 12:56,YJWCHg,0,0,53,23,FALSE,1061,16,17,17,16
17,14,13.65919209,close,6478,29/06/2024 12:56,YJWCHg,0,0,59,22,FALSE,1074,16,17,17,16
